"ID"	"GENE_SYMBOL"	"ENTREZ_ID"	"Genotoxic.score"	"Non.Genotoxic.score"	"stdev"	"PC1"	"PC2"	"PC.mn"	"PC.std"	"X5.FU"	"AraC"	"Bleomycin"	"Camptothecin"	"Cisp"	"Etoposide"	"Hydrogen.Peroxide"	"Hydroxyurea"	"Methotrexate"	"MMS"	"Potassium.Chromate..VI."	"Sodium.Arsenite"	"X.ray"	"X2.deoxy.D.glucose..2.DG."	"Aapicidin"	"Antimycin.A"	"Cadmium.Chloride"	"Colchicine"	"Docetaxel"	"EtOH.2."	"EtOH.4."	"HC.toxin"	"Heat.Shock"	"Oxamflatin"	"Paclitaxel"	"Thapsigargin"	"TSA"	"Tunicamysin"	"Vinblastin"
"CDKN1A"	"CDKN1A"	1026	0.7021	-0.5941	0.243437029	-0.120572219476902	0.166341702668956	0.821691620301704	0.67588250324003	0.684382355	0.421079641	0.642638096	0.242379418	0.448744514	0.376752666	0.462066981	0.359344545	0.236830432	0.29133248	0.396423298	0.575848111	0.398466816	0.001304919	0.338958689	0.18451584	0.156909658	0.031325088	0.016881478	0.092337164	0.095796793	0.249268091	0.008674026	0.185471354	-0.043903587	0.108374821	0.184144907	0.060825588	-0.03391326
"CEBPD"	"CEBPD"	1052	0.5021	-0.4249	0.327948833	-0.101000078462626	-0.106939955918536	-0.375292310445741	0.804062011163475	-0.033644459	0.143808435	-0.058362463	0.215244849	0.229126477	-0.059954814	-0.033860207	0.075840115	0.00059665	0.070655185	-0.035494156	0.014528298	-0.211592269	-0.411842894	-0.790452698	-0.387917414	-0.016311534	-0.074822888	-0.068970241	0.009227146	-0.03334026	-0.500548209	-0.070804503	-0.581913181	-0.135200356	0.128093052	-0.271735376	-0.406153226	0.019547906
"CENPE"	"CENPE"	1062	-0.5462	0.4621	0.203300429	0.109798506640863	0.0638296992973986	-0.194358256015209	0.455252241393987	-0.129202835	-0.118066588	-0.067359098	-0.262064803	-0.16317459	-0.08877119	-0.235779592	-0.114240181	-0.402589304	-0.03592301	-0.28537268	-0.071694581	-0.232852079	-0.015500156	0.069248861	-0.088982736	-0.068552654	0.105001762	0.08805321	0.141078537	-0.040673277	0.050997024	-0.039006595	0.085186689	0.014741941	-0.061574834	0.126734552	-0.012542811	0.156158734
"COIL"	"COIL"	8161	0.4245	-0.3592	0.273188589	-0.107318131644414	-0.0177832485474856	-0.284793502058018	0.594620706881246	0.043846146	0.113199515	0.099754268	0.094615319	0.081169641	0.008597844	-0.055108671	0.033983202	-0.094504928	-0.118961683	-0.024483204	0.068144366	0.009849875	0.025599332	-0.568568781	-0.093096633	-0.177931748	-0.088509874	0.012525234	0.029817342	-0.070956313	-0.429523059	-0.158034835	-0.53585547	-0.038237253	-0.179041403	-0.344322034	-0.09704125	-0.033135159
"DAAM1"	"DAAM1"	23002	-0.57	0.4823	0.257656765	0.119380453656819	0.0482125164465678	0.283799935129194	0.627353434474058	-0.106670452	-0.04335161	-0.013325683	-0.208422546	-0.095763315	0.022742676	-0.023693598	-0.073085243	0.051209029	-0.011890218	-0.19502022	0.141230551	-0.094974	0.131190301	0.418240497	0.160369748	0.141057064	0.257973918	0.016834626	0.146005436	0.022855434	0.35910525	-0.101443208	0.454497994	-0.030545278	0.436474042	0.384489745	0.137325803	0.194119761
"DCP1B"	"DCP1B"	196513	0.7629	-0.6455	0.161300043	-0.152553653621101	0.0753275254120734	0.218876980931284	0.407591173676377	0.153805382	0.260946003	0.319268757	0.213285093	0.194528952	0.173191013	0.187297707	0.193198777	0.145978767	0.109145184	-0.019398497	0.205408656	0.233647632	-0.031077622	-0.115125849	-0.009866037	-0.079181703	-0.061037157	0.028268619	0.013297955	-0.021889226	-0.075015328	-0.045839118	-0.015427377	-0.028683255	-0.017777396	0.014612588	0.027481399	-0.042276357
"DDB2"	"DDB2"	1643	0.8717	-0.7376	0.181249754	-0.157039053884665	0.0908286119259457	0.379893460471866	0.515996614938399	0.274425558	0.314640344	0.422502125	0.248327724	0.273141089	0.3813773	0.264294841	0.277977483	0.120826424	0.174271485	0.149947158	0.119173575	0.401941291	-0.062276228	-0.061514673	0.082018981	-0.059005381	-0.012788078	0.027418643	0.055563479	-0.038041529	-0.013142627	0.026692867	-0.04302689	-0.027098816	0.005800499	-0.004285412	0.047157853	-0.029898609
"DUSP14"	"DUSP14"	11072	0.4979	-0.4213	0.18107769	-0.131308391019124	0.0931871016615247	0.329269010695896	0.354337560843073	0.194883497	0.269445905	0.285755115	0.231874779	0.221920863	0.128890646	0.198727704	0.227908558	0.068974133	0.096585566	0.171014318	-0.022312674	0.239944818	-0.028500488	0.075416461	-0.044455152	-0.029913947	0.018025899	-0.005361202	0.025578294	0.17037845	0.071253981	-0.02470609	0.145916757	-0.023295865	0.160523916	0.057259908	-0.04096163	0.033703097
"E2F7"	"E2F7"	144455	0.9433	-0.7982	0.190295356	-0.151189082144493	0.0149622508328152	0.332618552833544	0.570601645538377	0.322092074	0.429676763	0.38955857	0.192282924	0.256418064	0.167667977	0.16882114	0.401125121	0.235377479	0.198106031	0.241196798	0.204184946	0.194634211	-0.144736353	-0.066084233	-0.154292756	0.064579706	-0.052588919	-0.0753555	0.141212096	0.111958536	-0.016048337	0.029669498	-0.05367761	-0.126999469	-0.009863841	-0.009543788	-0.081206196	-0.054448248
"E2F8"	"E2F8"	79733	0.6696	-0.5666	0.236683428	-0.128023349479293	-0.0678593834931921	-0.182058592154623	0.672118988932299	-0.011460452	0.287840319	0.131981457	0.206610139	0.104292863	0.087767234	0.121322885	0.240065256	0.108531645	0.189220175	0.048366083	-0.300104492	-0.01054548	-0.062777694	-0.42742494	-0.314134292	-0.492471197	-0.007118359	-0.002969888	-0.163542081	-0.053786256	-0.287362292	-0.091040743	-0.240792375	0.002833903	-0.230324951	-0.188736039	-0.252560513	0.018972266
"EI24"	"EI24"	9538	0.5449	-0.4611	0.174471691	-0.150531637141215	0.0102658397103505	0.0699458193301052	0.341733297922392	0.075968109	0.142042033	0.217842145	0.180731128	0.179651732	0.150799793	0.047400249	0.110413071	0.02677996	0.035064157	0.048088346	-0.071007439	0.232487993	-0.110758106	-0.05781083	-0.162522998	-0.072881689	-0.004608348	0.033796417	-0.024640378	-0.039871828	-0.044374763	-0.054415092	-0.054790643	-0.037477863	-0.020330318	-0.004906926	-0.098470909	-0.011579102
"FAM123B"	"AMER1"	139285	0.6079	-0.5144	0.223917377	-0.138523645078788	-0.0392109136490018	-0.399255112298826	0.559667448704297	0.034808693	0.184733547	0.116799845	0.134708966	0.023105599	0.132370598	-0.129785998	0.114643128	-0.075720744	-0.108495861	-0.10493294	-0.338171514	0.053666427	-0.241854697	-0.341962446	-0.368112507	-0.29524928	-0.151539997	0.015598791	-0.309734824	-0.219652426	-0.315572573	-0.158012723	-0.291799472	-0.069090331	-0.155001708	-0.213735758	-0.303853817	-0.103601155
"FBXO22"	"FBXO22"	26263	0.695	-0.5881	0.15752166	-0.147279937887125	0.0883684559586124	0.15042446083562	0.368043135007824	0.149285972	0.196339286	0.270224269	0.123160593	0.218667593	0.191969129	0.154382365	0.140253403	0.111213195	0.083195225	-0.030443352	0.031767087	0.264286131	-0.001101956	-0.052368063	-0.017440565	-0.083146013	-0.036014112	-0.006562521	-0.06883262	-0.060535465	-0.011576779	-0.064891945	-0.003539326	-0.040033415	-0.084200012	-0.010068365	-0.006107794	-0.044695976
"GADD45A"	"GADD45A"	1647	0.6457	-0.5464	0.242664719	-0.111311923893582	0.061502752603508	0.867195505436519	0.671866595444874	0.295328331	0.544748325	0.485068287	0.319607133	0.438611549	0.211291165	0.487291221	0.543827332	0.153635833	0.478740151	0.5467591	0.646081343	0.28062162	0.272961728	0.059545374	0.332268161	0.243817503	0.00223626	-0.005341519	0.260812702	0.385547687	0.033966872	0.109081977	0.047544366	-0.065348283	0.156330441	0.012978878	0.269816394	0.022673987
"GXYLT1"	"GXYLT1"	283464	0.3679	-0.3113	0.157334198	-0.116608675176445	0.0984450164611944	0.14838632404134	0.225077409911891	0.209095091	0.126559843	0.109571867	0.08018235	0.010239091	0.109746023	0.025158365	0.154113767	0.057037409	0.034526981	0.076239933	0.124030871	0.135208749	0.009518396	0.00626091	0.002924806	0.075898514	-0.050413285	-0.03392064	0.109430239	0.004834105	0.021296665	-0.020724616	0.0362609	-0.023917942	-0.03170735	-0.00196426	-0.012712531	-0.047380951
"HIST1H1E"	"H1-4"	3008	-0.4708	0.3984	0.311311669	0.0812373013904689	0.273489492965799	-0.424287307869626	0.979993946264671	0.029846075	-0.415433773	-0.006446066	-0.254794346	-0.412010241	-0.21005469	0.049276411	-0.375407297	-0.693419719	-0.547140518	-0.798457687	-0.238960264	-0.061133803	-0.136211112	0.172189696	0.187409822	-0.547603274	-0.089061227	-0.06022232	0.193427463	0.490074835	0.205756319	-0.190235417	0.190402569	-0.112662551	-0.123222894	-0.074150485	0.123181059	0.001090448
"HIST1H2BB"	"H2BC3"	3018	-0.2762	0.2337	0.326182761	0.0758644052296765	0.305726525809145	0.0469577963823845	0.750644871118669	0.577149395	-0.32612867	0.016849205	-0.093690308	-0.136182589	-0.097543631	0.176140498	-0.291922435	-0.482627967	-0.046484664	-0.305516409	-0.025760575	-0.052724065	0.085945399	0.104149731	0.498935623	-0.181140232	-0.063470996	0.07946591	0.06730184	0.344723415	0.043525284	0.083797479	0.120100762	-0.05187696	0.062387275	0.005083989	0.115636337	0.183812811
"HIST1H2BC"	"H2BC4"	8347	-0.3179	0.269	0.328576434	0.0868868542233755	0.293374943389231	0.0302143212670161	0.814406494526434	0.520876764	-0.399064765	-0.012655205	-0.117992612	-0.168753859	-0.1020052	0.254818885	-0.392009679	-0.417684278	-0.083517412	-0.427942804	-0.01371383	-0.095635968	0.131478308	0.141643575	0.500721066	-0.172898751	-0.048255491	0.03231647	0.141800656	0.440927091	0.049684022	0.065586689	0.102403409	-0.040789938	0.081667356	-0.000930632	0.098444932	0.195248294
"HIST1H2BG"	"H2BC8"	8339	-0.3252	0.2752	0.349431335	0.0846065142783063	0.294393599523291	0.0978066721839679	0.927252194273602	0.657884835	-0.37482649	-0.020529826	-0.102203691	-0.198210653	-0.107233151	0.236735478	-0.364676427	-0.492764637	-0.08856668	-0.42443427	-0.036329983	-0.11332655	0.103551556	0.171824463	0.486666894	-0.172041958	-0.057217151	0.0517546	0.213945045	0.656623758	0.165740401	0.076422181	0.16231804	-0.064186093	0.087710101	0.071217282	0.06947736	0.258515087
"HIST1H2BI"	"H2BC10"	8346	-0.2628	0.2224	0.332690089	0.0758688018746375	0.302474778379544	0.0374921938945756	0.783772259170759	0.638604103	-0.317776652	-0.039376253	-0.104317641	-0.169319129	-0.104785531	0.179792701	-0.283036537	-0.473979382	-0.060569495	-0.37448948	0.01836143	-0.074253959	0.078867277	0.08716154	0.485192379	-0.151165245	-0.05043586	0.051931987	0.106341703	0.394757027	0.021257329	0.028688823	0.089451419	-0.0352186	0.102317759	-0.012139021	0.095730327	0.199708955
"HIST1H2BM"	"H2BC14"	8342	-0.2752	0.2329	0.355779486	0.075307581652516	0.30069482628572	-0.00500628389993357	0.872664137510202	0.607335348	-0.375748366	-0.012031078	-0.142892352	-0.206778622	-0.121629034	0.224885958	-0.309096951	-0.598259513	-0.08062114	-0.429654823	0.024318733	-0.096523603	0.082177662	0.075235227	0.540468771	-0.136640144	-0.082722325	0.068758319	0.11128529	0.461857875	-0.038268371	0.042567776	0.063017618	-0.049842968	0.110052619	-0.077687776	0.101386593	0.20134507
"HIST1H2BN"	"H2BC15"	8341	-0.218	0.1845	0.218500879	0.0814265191594296	0.299231363599254	0.0120177986053827	0.392149336529351	0.273404554	-0.17680121	-0.016962585	-0.060944812	-0.085822347	-0.051986357	0.113284367	-0.161539498	-0.215318375	-0.040369062	-0.211934708	0.025502562	-0.041028314	0.042759353	0.037013454	0.249824026	-0.08375525	-0.03074568	0.033213184	0.045902945	0.198379304	0.019140356	0.027667736	0.043838839	-0.027136061	0.046026443	-0.003866642	0.047638443	0.109529153
"HIST1H3D"	"H3C4"	8351	-0.3237	0.2739	0.244396308	0.0912506784622689	0.288882399334693	0.0892005539849371	0.515250050773832	0.35480815	-0.177426449	0.015916803	-0.049474838	-0.070417466	-0.093503217	0.075983492	-0.178791819	-0.296321431	-0.062117272	-0.246572748	-0.030922331	-0.031955927	0.01223621	0.18001044	0.267588459	-0.106533116	-0.030272804	0.048687203	0.12340477	0.260740829	0.150546773	0.173694201	0.198140934	-0.041883696	0.031005907	0.073320577	0.104308318	0.124509277
"ID2"	"ID2"	3398	-0.5116	0.4329	0.275496757	0.110873901362291	0.122218577001892	0.212973563384136	0.639861796927622	-0.146530187	-0.141985348	-0.075558673	-0.109933751	0.126920579	-0.107818346	0.218943874	-0.152472127	-0.181987873	-0.113846124	-0.051312381	0.222248384	-0.153069714	0.27710118	0.364632224	0.578902219	0.114680546	-0.02571032	0.027697191	0.004820427	0.012993483	0.358787956	0.086346493	0.256227165	-0.049743924	0.074039334	0.311547478	0.103920131	0.029391599
"IKBIP"	"IKBIP"	121457	0.6254	-0.5292	0.197972132	-0.138280116697958	0.0408763285292311	0.170289718794553	0.517661343631668	0.148856406	0.268509755	0.271622465	0.208216268	0.153834114	0.342139243	0.290227199	0.228927371	0.017413428	0.060408033	0.102415109	-0.064400085	0.255999666	-0.053770622	-0.07260517	-0.203369935	-0.220266956	-0.047342328	0.003194254	-0.007970707	-0.252569032	0.03784695	-0.020947231	0.017106637	-0.023626283	0.102990817	0.0374217	-0.044958182	-0.048695798
"ITPKC"	"ITPKC"	80271	0.4598	-0.3891	0.169549782	-0.134715915773642	-0.0629015879723635	0.251317886131392	0.334524998332993	0.112414164	0.230144947	0.184072883	0.259944638	0.146531636	0.140962834	0.108718655	0.186405535	0.126773626	0.133951913	0.191165583	0.101136068	0.148380661	-0.11652024	0.064438098	-0.104304852	0.013390082	0.029318576	-0.022682971	0.064535602	-0.185115066	0.041269476	0.042116418	0.05887266	0.006425597	0.081719827	0.08695378	0.044863796	0.018088517
"ITPR1"	"ITPR1"	3708	-0.5725	0.4844	0.232773223	0.104818334135049	0.0744911632552317	0.0199935163426346	0.571876134753556	-0.110226212	-0.025466965	0.01902446	-0.44290272	-0.233297812	-0.140591382	-0.103718259	-0.074463529	-0.140864082	-0.03977884	-0.160739331	0.274729472	-0.06290406	0.149887636	0.205150333	0.209307325	0.067754884	0.027767795	0.061014458	-0.054385656	-0.194416219	0.242864826	-0.146492342	0.203140572	0.014286139	0.110831708	0.21079114	0.254152645	0.054084812
"LCE1E"	"LCE1E"	353135	0.7035	-0.5952	0.312416332	-0.132121807921585	0.0894793036723663	0.466110863232889	0.890907153542228	0.007848151	0.511246582	0.885630414	0.481327124	0.145684826	0.3616161	0.65824937	0.393214669	-0.012485524	0.28568921	0.219233439	-0.026295863	0.524015776	-0.100073659	0.095469919	0.064518796	-0.104548303	0	-0.00201304	0	0	-0.088917848	-0.320716718	-0.067227495	0	0.09399714	0	0.063624117	0
"LRRFIP2"	"LRRFIP2"	9209	-0.5148	0.4356	0.203927825	0.112274554082992	0.0459830920764807	0.0878891044255614	0.425547673551332	-0.041365295	-0.031343636	-0.013632046	-0.243408184	-0.114165041	-0.040828243	-0.095315667	-0.086709202	-0.062919579	-0.080474871	-0.09629916	0.202164763	-0.08850801	0.05583969	0.208487864	0.010836551	0.047120378	0.098004748	0.054168431	0.066483144	-0.010921166	0.233006842	-0.027168891	0.083294928	-0.018382734	0.310301424	0.279558274	0.064201346	0.105233787
"MDM2"	"MDM2"	4193	0.8071	-0.6829	0.196903887	-0.14220737227648	0.0926952345362944	0.488180558288502	0.591381480225622	0.413657192	0.375988374	0.464579128	0.149567521	0.234197436	0.382926635	0.260171142	0.372081483	0.17031262	0.155932897	0.226290404	0.514224791	0.392454889	0.057241291	-0.022204771	0.045379735	-0.018012108	0.053268149	-0.020741512	0.037757953	-0.041368523	-0.071198291	-0.002018951	0.006846848	0.000890465	0.064778914	-0.058803033	0.067816427	0.049735644
"MEX3B"	"MEX3B"	84206	0.4565	-0.3863	0.218491011	-0.093202159952506	0.0382234661774565	0.365338856814519	0.476707108938007	0.07757686	0.213091242	0.276358912	0.255121458	0.3484529	0.194624069	0.131049366	0.142670262	0.162973017	0.208163171	0.117650208	0.109132033	0.183537992	-0.122877168	0.108024255	-0.058553307	-0.055004563	0.041785208	-0.063144399	0.392702922	0.232839428	0.175867517	0.02305834	0.037838844	-0.003013965	-0.091902984	0.313024351	-0.146170787	-0.015514502
"NLRX1"	"NLRX1"	79671	0.4691	-0.397	0.208257531	-0.121404991570223	-0.0495421041741944	-0.0907224872086134	0.407559869562862	-0.006158017	0.139400734	0.077225891	0.12559863	0.111685654	0.078045168	0.020480655	0.042704341	0.044769797	0.066457498	0.000610698	-0.058131682	0.06645624	-0.075854622	-0.361582138	-0.052988887	-0.121631936	-0.070604776	-0.005928024	0.086544584	-0.027288647	-0.235677303	-0.067791418	-0.282806794	-0.007137621	-0.034383733	-0.228811383	0.045712324	-0.060910741
"PCDH8"	"PCDH8"	5100	0.8288	-0.7013	0.258922159	-0.143713179438213	0.0383206751000298	0.631847142449009	0.803867061928181	0.248696946	0.667842072	0.5469753	0.345363181	0.238685789	0.46493185	0.708238671	0.555684699	0.101833726	0.118103918	0.599225258	0.087680519	0.485016537	0.058628715	0	0.088539613	0.045974632	0.060949201	0	0.026449879	0.129298493	-0.041400594	0.055449961	-0.080078053	0.020313354	-0.064616885	0	0.048156552	0
"PHLDA3"	"PHLDA3"	23612	1.0259	-0.8681	0.211442463	-0.160115861173471	0.0347609540033281	0.385212352124184	0.703291193537417	0.399144066	0.407188457	0.505601359	0.330417359	0.448357182	0.292202276	0.209403556	0.383821575	0.126833495	0.148893146	0.318807843	0.259925645	0.352269135	-0.067644543	-0.196823535	-0.073836509	0.001390979	-0.033704846	-0.001242946	0.07676175	0.048357279	-0.151657405	0.062133319	-0.169619795	-0.062527037	-0.0023238	-0.153726139	-0.052177678	-0.04337048
"PLK3"	"PLK3"	1263	0.4675	-0.3956	0.256450066	-0.112616313099428	0.00375111112429143	0.212771936094685	0.767922990786428	0.267648522	0.386810079	0.387822711	0.40744015	0.370706226	0.212786347	-0.015299866	0.270857412	0.082437279	-0.09756083	0.32573547	0.138671608	0.201017587	-0.164743863	0.145174905	-0.069477801	-0.211252205	0.014681313	-0.006941957	-0.395845662	-0.521909738	0.08398598	-0.119616323	0.139661047	-0.059363933	0.232379611	-0.034329736	-0.112409084	-0.001593934
"PPM1D"	"PPM1D"	8493	1.1313	-0.9572	0.176351709	-0.150986425179021	0.0781589292035054	0.598376883417809	0.650681366444183	0.350346782	0.445590398	0.49432378	0.367464851	0.316904073	0.279438653	0.43411402	0.466742642	0.196100572	0.337109459	0.413606198	0.412083662	0.341099967	-0.027302803	0.012047427	-0.008530775	-0.037203154	0.010755707	0.01558218	0.137414171	0.294811241	0.021409713	-0.01449583	0.076974634	-0.062985469	-0.032327539	-0.016728485	-0.00216966	0.001575913
"PRKAB1"	"PRKAB1"	5564	1.1057	-0.9356	0.205533748	-0.158312689735656	0.0275605292057133	0.510948045761154	0.75365486947437	0.265207844	0.55079332	0.454871558	0.568751116	0.341722259	0.352859558	0.30011392	0.480129133	0.155335453	0.305458615	0.42274443	0.346637435	0.36645438	0.07560862	-0.063063639	-0.022933708	-0.140812344	-0.083797517	-0.022209182	0.149665998	0.100123036	-0.076243859	-0.08919934	-0.09286074	-0.064541469	-0.050040726	-0.029957494	0.050361961	-0.090668666
"PRKAB2"	"PRKAB2"	5565	0.4991	-0.4223	0.19527471	-0.133135464102265	0.0256316828908151	0.244837047491764	0.426227962738184	0.142132799	0.347016158	0.238001576	0.179375373	0.197605517	0.173079379	0.103838506	0.289425079	0.095548658	0.052516766	0.125510316	0.055560343	0.229832607	0.086861598	0.013703691	-0.11117059	-0.144183509	-0.064790975	-0.031660053	0.13304336	-0.162767211	0.015568759	-0.096712444	0.129237453	-0.055789033	0.083222033	0.111627294	0.038775024	-0.037012909
"PTGER4"	"PTGER4"	5734	-0.6048	0.5118	0.259978228	0.118470935856243	0.0841490243212442	0.173675579457513	0.649073556805209	-0.111100306	-0.092548899	-0.099158731	-0.17876964	-0.119779659	-0.027793063	0.049592355	-0.093746442	-0.035937074	-0.229482876	-0.111028556	0.15767879	-0.118578224	0.130051058	0.436745233	0.466814389	0.148346019	0.158866181	-0.005092887	-0.024237668	-0.121379568	0.473823996	-0.046379218	0.23899821	-0.099403152	0.174617737	0.272265169	0.07357392	0.249208115
"RAPGEF2"	"RAPGEF2"	9693	-0.5772	0.4884	0.226287667	0.126076994678446	0.0951472480235549	0.0709691815484065	0.535302173745419	-0.038632287	-0.084620964	-0.041294227	-0.265510627	-0.188567946	-0.082452418	-0.082137495	-0.120831411	-0.129818722	-0.121010749	-0.213202146	0.087385383	-0.107048979	0.0801537	0.354539941	0.049005503	0.110539752	0.121271363	0.022262722	0.164170373	0.089124547	0.387199638	-0.101385886	0.157640658	-0.01681143	0.271161043	0.184770057	0.045338742	0.088313585
"RBM12B"	"RBM12B"	389677	0.5209	-0.4407	0.182128272	-0.132281904143297	0.0384210266657941	-0.0984302374923184	0.386874402610716	0.103865409	0.137257172	0.113329295	0.060269553	0.025098968	0.125416213	0.059183196	0.118219181	0.046788147	-0.050549364	-0.038460784	-0.044517621	0.131541919	-0.153230923	-0.132220449	-0.124927217	-0.187081869	-0.051244061	0.014396342	0.048093494	-0.259691234	-0.108769503	-0.253805317	-0.078922065	-0.021280999	-0.181810113	-0.032750069	-0.135711851	0.012231385
